,Both,CountryCode,Secondary,Primary,Country,Mortality
936,..,,23.4286,..,,
937,..,,23.4286,9.81407,,
938,..,,23.4286,12.28954,,
939,..,,23.4286,4.39052,,
940,..,,23.4286,3.07241,,
941,..,,23.4286,4.34201,,
942,..,,23.4286,4.15255,,
943,..,,23.4286,2.61416,,
944,..,,23.4286,6.83978,,
945,..,,23.4286,22.99368,,
946,..,,23.4286,11.03201,,
947,..,,23.4286,..,,
948,..,,23.4286,22.26003,,
949,..,,23.4286,10.66408,,
950,..,,23.4286,8.01748,,
951,..,,23.4286,3.71165,,
952,..,,23.4286,2.75513,,
953,..,,23.4286,,,
954,..,,23.4286,,,
955,..,,23.4286,,,
956,..,,23.4286,,,
957,..,,23.4286,,,
958,..,,23.4286,,,
959,..,,26.38516,..,,
960,..,,26.38516,15.08671,,
961,..,,26.38516,..,,
962,..,,26.38516,..,,
963,..,,26.38516,6.27012,,
964,..,,26.38516,..,,
965,..,,26.38516,..,,
966,..,,26.38516,..,,
967,..,,26.38516,..,,
968,..,,26.38516,..,,
969,..,,26.38516,9.81407,,
970,..,,26.38516,20.36703,,
971,..,,26.38516,20.46128,,
972,..,,26.38516,11.21139,,
973,..,,26.38516,23.00016,,
974,..,,26.38516,11.18052,,
975,..,,26.38516,10.00761,,
976,..,,26.38516,12.35377,,
977,..,,26.38516,6.72871,,
978,..,,26.38516,2.9226,,
979,..,,26.38516,6.83978,,
980,..,,26.38516,4.20922,,
981,..,,26.38516,3.02331,,
982,..,,26.38516,6.13284,,
983,..,,26.38516,4.15171,,
984,..,,26.38516,9.71081,,
985,..,,26.38516,2.55844,,
986,..,,26.38516,22.1755,,
987,..,,26.38516,2.89136,,
988,..,,26.38516,2.15194,,
989,..,,26.38516,3.94069,,
990,..,,26.38516,..,,
991,..,,26.38516,9.81407,,
992,..,,26.38516,12.28954,,
993,..,,26.38516,4.39052,,
994,..,,26.38516,3.07241,,
995,..,,26.38516,4.34201,,
996,..,,26.38516,4.15255,,
997,..,,26.38516,2.61416,,
998,..,,26.38516,6.83978,,
999,..,,26.38516,22.99368,,
1000,..,,26.38516,11.03201,,
1001,..,,26.38516,..,,
1002,..,,26.38516,22.26003,,
1003,..,,26.38516,10.66408,,
1004,..,,26.38516,8.01748,,
1005,..,,26.38516,3.71165,,
1006,..,,26.38516,2.75513,,
1007,..,,26.38516,,,
1008,..,,26.38516,,,
1009,..,,26.38516,,,
1010,..,,26.38516,,,
1011,..,,26.38516,,,
1012,..,,26.38516,,,
1013,..,,33.99178,..,,
1014,..,,33.99178,15.08671,,
1015,..,,33.99178,..,,
1016,..,,33.99178,..,,
1017,..,,33.99178,6.27012,,
1018,..,,33.99178,..,,
1019,..,,33.99178,..,,
1020,..,,33.99178,..,,
1021,..,,33.99178,..,,
1022,..,,33.99178,..,,
1023,..,,33.99178,9.81407,,
1024,..,,33.99178,20.36703,,
1025,..,,33.99178,20.46128,,
1026,..,,33.99178,11.21139,,
1027,..,,33.99178,23.00016,,
1028,..,,33.99178,11.18052,,
1029,..,,33.99178,10.00761,,
1030,..,,33.99178,12.35377,,
1031,..,,33.99178,6.72871,,
1032,..,,33.99178,2.9226,,
1033,..,,33.99178,6.83978,,
1034,..,,33.99178,4.20922,,
1035,..,,33.99178,3.02331,,
1036,..,,33.99178,6.13284,,
1037,..,,33.99178,4.15171,,
1038,..,,33.99178,9.71081,,
1039,..,,33.99178,2.55844,,
1040,..,,33.99178,22.1755,,
1041,..,,33.99178,2.89136,,
1042,..,,33.99178,2.15194,,
1043,..,,33.99178,3.94069,,
1044,..,,33.99178,..,,
1045,..,,33.99178,9.81407,,
1046,..,,33.99178,12.28954,,
1047,..,,33.99178,4.39052,,
1048,..,,33.99178,3.07241,,
1049,..,,33.99178,4.34201,,
1050,..,,33.99178,4.15255,,
1051,..,,33.99178,2.61416,,
1052,..,,33.99178,6.83978,,
1053,..,,33.99178,22.99368,,
1054,..,,33.99178,11.03201,,
1055,..,,33.99178,..,,
1056,..,,33.99178,22.26003,,
1057,..,,33.99178,10.66408,,
1058,..,,33.99178,8.01748,,
1059,..,,33.99178,3.71165,,
1060,..,,33.99178,2.75513,,
1061,..,,33.99178,,,
1062,..,,33.99178,,,
1063,..,,33.99178,,,
1064,..,,33.99178,,,
1065,..,,33.99178,,,
1066,..,,33.99178,,,
1067,..,,10.4235,..,,
1068,..,,10.4235,15.08671,,
1069,..,,10.4235,..,,
1070,..,,10.4235,..,,
1071,..,,10.4235,6.27012,,
1072,..,,10.4235,..,,
1073,..,,10.4235,..,,
1074,..,,10.4235,..,,
1075,..,,10.4235,..,,
1076,..,,10.4235,..,,
1077,..,,10.4235,9.81407,,
1078,..,,10.4235,20.36703,,
1079,..,,10.4235,20.46128,,
1080,..,,10.4235,11.21139,,
1081,..,,10.4235,23.00016,,
1082,..,,10.4235,11.18052,,
1083,..,,10.4235,10.00761,,
1084,..,,10.4235,12.35377,,
1085,..,,10.4235,6.72871,,
1086,..,,10.4235,2.9226,,
1087,..,,10.4235,6.83978,,
1088,..,,10.4235,4.20922,,
1089,..,,10.4235,3.02331,,
1090,..,,10.4235,6.13284,,
1091,..,,10.4235,4.15171,,
1092,..,,10.4235,9.71081,,
1093,..,,10.4235,2.55844,,
1094,..,,10.4235,22.1755,,
1095,..,,10.4235,2.89136,,
1096,..,,10.4235,2.15194,,
1097,..,,10.4235,3.94069,,
1098,..,,10.4235,..,,
1099,..,,10.4235,9.81407,,
1100,..,,10.4235,12.28954,,
1101,..,,10.4235,4.39052,,
1102,..,,10.4235,3.07241,,
1103,..,,10.4235,4.34201,,
1104,..,,10.4235,4.15255,,
1105,..,,10.4235,2.61416,,
1106,..,,10.4235,6.83978,,
1107,..,,10.4235,22.99368,,
1108,..,,10.4235,11.03201,,
1109,..,,10.4235,..,,
1110,..,,10.4235,22.26003,,
1111,..,,10.4235,10.66408,,
1112,..,,10.4235,8.01748,,
1113,..,,10.4235,3.71165,,
1114,..,,10.4235,2.75513,,
1115,..,,10.4235,,,
1116,..,,10.4235,,,
1117,..,,10.4235,,,
1118,..,,10.4235,,,
1119,..,,10.4235,,,
1120,..,,10.4235,,,
1121,..,,34.81575,..,,
1122,..,,34.81575,15.08671,,
1123,..,,34.81575,..,,
1124,..,,34.81575,..,,
1125,..,,34.81575,6.27012,,
1126,..,,34.81575,..,,
1127,..,,34.81575,..,,
1128,..,,34.81575,..,,
1129,..,,34.81575,..,,
1130,..,,34.81575,..,,
1131,..,,34.81575,9.81407,,
1132,..,,34.81575,20.36703,,
1133,..,,34.81575,20.46128,,
1134,..,,34.81575,11.21139,,
1135,..,,34.81575,23.00016,,
1136,..,,34.81575,11.18052,,
1137,..,,34.81575,10.00761,,
1138,..,,34.81575,12.35377,,
1139,..,,34.81575,6.72871,,
1140,..,,34.81575,2.9226,,
1141,..,,34.81575,6.83978,,
1142,..,,34.81575,4.20922,,
1143,..,,34.81575,3.02331,,
1144,..,,34.81575,6.13284,,
1145,..,,34.81575,4.15171,,
1146,..,,34.81575,9.71081,,
1147,..,,34.81575,2.55844,,
1148,..,,34.81575,22.1755,,
1149,..,,34.81575,2.89136,,
1150,..,,34.81575,2.15194,,
1151,..,,34.81575,3.94069,,
1152,..,,34.81575,..,,
1153,..,,34.81575,9.81407,,
1154,..,,34.81575,12.28954,,
1155,..,,34.81575,4.39052,,
1156,..,,34.81575,3.07241,,
1157,..,,34.81575,4.34201,,
1158,..,,34.81575,4.15255,,
1159,..,,34.81575,2.61416,,
1160,..,,34.81575,6.83978,,
1161,..,,34.81575,22.99368,,
1162,..,,34.81575,11.03201,,
1163,..,,34.81575,..,,
1164,..,,34.81575,22.26003,,
1165,..,,34.81575,10.66408,,
1166,..,,34.81575,8.01748,,
1167,..,,34.81575,3.71165,,
1168,..,,34.81575,2.75513,,
1169,..,,34.81575,,,
1170,..,,34.81575,,,
1171,..,,34.81575,,,
1172,..,,34.81575,,,
1173,..,,34.81575,,,
1174,..,,34.81575,,,
1175,..,,11.42038,..,,
1176,..,,11.42038,15.08671,,
1177,..,,11.42038,..,,
1178,..,,11.42038,..,,
1179,..,,11.42038,6.27012,,
1180,..,,11.42038,..,,
1181,..,,11.42038,..,,
1182,..,,11.42038,..,,
1183,..,,11.42038,..,,
1184,..,,11.42038,..,,
1185,..,,11.42038,9.81407,,
1186,..,,11.42038,20.36703,,
1187,..,,11.42038,20.46128,,
1188,..,,11.42038,11.21139,,
1189,..,,11.42038,23.00016,,
1190,..,,11.42038,11.18052,,
1191,..,,11.42038,10.00761,,
1192,..,,11.42038,12.35377,,
1193,..,,11.42038,6.72871,,
1194,..,,11.42038,2.9226,,
1195,..,,11.42038,6.83978,,
1196,..,,11.42038,4.20922,,
1197,..,,11.42038,3.02331,,
1198,..,,11.42038,6.13284,,
1199,..,,11.42038,4.15171,,
1200,..,,11.42038,9.71081,,
1201,..,,11.42038,2.55844,,
1202,..,,11.42038,22.1755,,
1203,..,,11.42038,2.89136,,
1204,..,,11.42038,2.15194,,
1205,..,,11.42038,3.94069,,
1206,..,,11.42038,..,,
1207,..,,11.42038,9.81407,,
1208,..,,11.42038,12.28954,,
1209,..,,11.42038,4.39052,,
1210,..,,11.42038,3.07241,,
1211,..,,11.42038,4.34201,,
1212,..,,11.42038,4.15255,,
1213,..,,11.42038,2.61416,,
1214,..,,11.42038,6.83978,,
1215,..,,11.42038,22.99368,,
1216,..,,11.42038,11.03201,,
1217,..,,11.42038,..,,
1218,..,,11.42038,22.26003,,
1219,..,,11.42038,10.66408,,
1220,..,,11.42038,8.01748,,
1221,..,,11.42038,3.71165,,
1222,..,,11.42038,2.75513,,
1223,..,,11.42038,,,
1224,..,,11.42038,,,
1225,..,,11.42038,,,
1226,..,,11.42038,,,
1227,..,,11.42038,,,
1228,..,,11.42038,,,
1229,..,,8.48134,..,,
1230,..,,8.48134,15.08671,,
1231,..,,8.48134,..,,
1232,..,,8.48134,..,,
1233,..,,8.48134,6.27012,,
1234,..,,8.48134,..,,
1235,..,,8.48134,..,,
1236,..,,8.48134,..,,
1237,..,,8.48134,..,,
1238,..,,8.48134,..,,
1239,..,,8.48134,9.81407,,
1240,..,,8.48134,20.36703,,
1241,..,,8.48134,20.46128,,
1242,..,,8.48134,11.21139,,
1243,..,,8.48134,23.00016,,
1244,..,,8.48134,11.18052,,
1245,..,,8.48134,10.00761,,
1246,..,,8.48134,12.35377,,
1247,..,,8.48134,6.72871,,
1248,..,,8.48134,2.9226,,
1249,..,,8.48134,6.83978,,
1250,..,,8.48134,4.20922,,
1251,..,,8.48134,3.02331,,
1252,..,,8.48134,6.13284,,
1253,..,,8.48134,4.15171,,
1254,..,,8.48134,9.71081,,
1255,..,,8.48134,2.55844,,
1256,..,,8.48134,22.1755,,
1257,..,,8.48134,2.89136,,
1258,..,,8.48134,2.15194,,
1259,..,,8.48134,3.94069,,
1260,..,,8.48134,..,,
1261,..,,8.48134,9.81407,,
1262,..,,8.48134,12.28954,,
1263,..,,8.48134,4.39052,,
1264,..,,8.48134,3.07241,,
1265,..,,8.48134,4.34201,,
1266,..,,8.48134,4.15255,,
1267,..,,8.48134,2.61416,,
1268,..,,8.48134,6.83978,,
1269,..,,8.48134,22.99368,,
1270,..,,8.48134,11.03201,,
1271,..,,8.48134,..,,
1272,..,,8.48134,22.26003,,
1273,..,,8.48134,10.66408,,
1274,..,,8.48134,8.01748,,
1275,..,,8.48134,3.71165,,
1276,..,,8.48134,2.75513,,
1277,..,,8.48134,,,
1278,..,,8.48134,,,
1279,..,,8.48134,,,
1280,..,,8.48134,,,
1281,..,,8.48134,,,
1282,..,,8.48134,,,
1283,..,,16.1919,..,,
1284,..,,16.1919,15.08671,,
1285,..,,16.1919,..,,
1286,..,,16.1919,..,,
1287,..,,16.1919,6.27012,,
1288,..,,16.1919,..,,
1289,..,,16.1919,..,,
1290,..,,16.1919,..,,
1291,..,,16.1919,..,,
1292,..,,16.1919,..,,
1293,..,,16.1919,9.81407,,
1294,..,,16.1919,20.36703,,
1295,..,,16.1919,20.46128,,
1296,..,,16.1919,11.21139,,
1297,..,,16.1919,23.00016,,
1298,..,,16.1919,11.18052,,
1299,..,,16.1919,10.00761,,
1300,..,,16.1919,12.35377,,
1301,..,,16.1919,6.72871,,
1302,..,,16.1919,2.9226,,
1303,..,,16.1919,6.83978,,
1304,..,,16.1919,4.20922,,
1305,..,,16.1919,3.02331,,
1306,..,,16.1919,6.13284,,
1307,..,,16.1919,4.15171,,
1308,..,,16.1919,9.71081,,
1309,..,,16.1919,2.55844,,
1310,..,,16.1919,22.1755,,
1311,..,,16.1919,2.89136,,
1312,..,,16.1919,2.15194,,
1313,..,,16.1919,3.94069,,
1314,..,,16.1919,..,,
1315,..,,16.1919,9.81407,,
1316,..,,16.1919,12.28954,,
1317,..,,16.1919,4.39052,,
1318,..,,16.1919,3.07241,,
1319,..,,16.1919,4.34201,,
1320,..,,16.1919,4.15255,,
1321,..,,16.1919,2.61416,,
1322,..,,16.1919,6.83978,,
1323,..,,16.1919,22.99368,,
1324,..,,16.1919,11.03201,,
1325,..,,16.1919,..,,
1326,..,,16.1919,22.26003,,
1327,..,,16.1919,10.66408,,
1328,..,,16.1919,8.01748,,
1329,..,,16.1919,3.71165,,
1330,..,,16.1919,2.75513,,
1331,..,,16.1919,,,
1332,..,,16.1919,,,
1333,..,,16.1919,,,
1334,..,,16.1919,,,
1335,..,,16.1919,,,
1336,..,,16.1919,,,
1337,..,,13.76265,..,,
1338,..,,13.76265,15.08671,,
1339,..,,13.76265,..,,
1340,..,,13.76265,..,,
1341,..,,13.76265,6.27012,,
1342,..,,13.76265,..,,
1343,..,,13.76265,..,,
1344,..,,13.76265,..,,
1345,..,,13.76265,..,,
1346,..,,13.76265,..,,
1347,..,,13.76265,9.81407,,
1348,..,,13.76265,20.36703,,
1349,..,,13.76265,20.46128,,
1350,..,,13.76265,11.21139,,
1351,..,,13.76265,23.00016,,
1352,..,,13.76265,11.18052,,
1353,..,,13.76265,10.00761,,
1354,..,,13.76265,12.35377,,
1355,..,,13.76265,6.72871,,
1356,..,,13.76265,2.9226,,
1357,..,,13.76265,6.83978,,
1358,..,,13.76265,4.20922,,
1359,..,,13.76265,3.02331,,
1360,..,,13.76265,6.13284,,
1361,..,,13.76265,4.15171,,
1362,..,,13.76265,9.71081,,
1363,..,,13.76265,2.55844,,
1364,..,,13.76265,22.1755,,
1365,..,,13.76265,2.89136,,
1366,..,,13.76265,2.15194,,
1367,..,,13.76265,3.94069,,
1368,..,,13.76265,..,,
1369,..,,13.76265,9.81407,,
1370,..,,13.76265,12.28954,,
1371,..,,13.76265,4.39052,,
1372,..,,13.76265,3.07241,,
1373,..,,13.76265,4.34201,,
1374,..,,13.76265,4.15255,,
1375,..,,13.76265,2.61416,,
1376,..,,13.76265,6.83978,,
1377,..,,13.76265,22.99368,,
1378,..,,13.76265,11.03201,,
1379,..,,13.76265,..,,
1380,..,,13.76265,22.26003,,
1381,..,,13.76265,10.66408,,
1382,..,,13.76265,8.01748,,
1383,..,,13.76265,3.71165,,
1384,..,,13.76265,2.75513,,
1385,..,,13.76265,,,
1386,..,,13.76265,,,
1387,..,,13.76265,,,
1388,..,,13.76265,,,
1389,..,,13.76265,,,
1390,..,,13.76265,,,
1391,..,,13.76535,..,,
1392,..,,13.76535,15.08671,,
1393,..,,13.76535,..,,
1394,..,,13.76535,..,,
1395,..,,13.76535,6.27012,,
1396,..,,13.76535,..,,
1397,..,,13.76535,..,,
1398,..,,13.76535,..,,
1399,..,,13.76535,..,,
1400,..,,13.76535,..,,
1401,..,,13.76535,9.81407,,
1402,..,,13.76535,20.36703,,
1403,..,,13.76535,20.46128,,
1404,..,,13.76535,11.21139,,
1405,..,,13.76535,23.00016,,
1406,..,,13.76535,11.18052,,
1407,..,,13.76535,10.00761,,
1408,..,,13.76535,12.35377,,
1409,..,,13.76535,6.72871,,
1410,..,,13.76535,2.9226,,
1411,..,,13.76535,6.83978,,
1412,..,,13.76535,4.20922,,
1413,..,,13.76535,3.02331,,
1414,..,,13.76535,6.13284,,
1415,..,,13.76535,4.15171,,
1416,..,,13.76535,9.71081,,
1417,..,,13.76535,2.55844,,
1418,..,,13.76535,22.1755,,
1419,..,,13.76535,2.89136,,
1420,..,,13.76535,2.15194,,
1421,..,,13.76535,3.94069,,
1422,..,,13.76535,..,,
1423,..,,13.76535,9.81407,,
1424,..,,13.76535,12.28954,,
1425,..,,13.76535,4.39052,,
1426,..,,13.76535,3.07241,,
1427,..,,13.76535,4.34201,,
1428,..,,13.76535,4.15255,,
1429,..,,13.76535,2.61416,,
1430,..,,13.76535,6.83978,,
1431,..,,13.76535,22.99368,,
1432,..,,13.76535,11.03201,,
1433,..,,13.76535,..,,
1434,..,,13.76535,22.26003,,
1435,..,,13.76535,10.66408,,
1436,..,,13.76535,8.01748,,
1437,..,,13.76535,3.71165,,
1438,..,,13.76535,2.75513,,
1439,..,,13.76535,,,
1440,..,,13.76535,,,
1441,..,,13.76535,,,
1442,..,,13.76535,,,
1443,..,,13.76535,,,
1444,..,,13.76535,,,
1445,..,,0.7572,..,,
1446,..,,0.7572,15.08671,,
1447,..,,0.7572,..,,
1448,..,,0.7572,..,,
1449,..,,0.7572,6.27012,,
1450,..,,0.7572,..,,
1451,..,,0.7572,..,,
1452,..,,0.7572,..,,
1453,..,,0.7572,..,,
1454,..,,0.7572,..,,
1455,..,,0.7572,9.81407,,
1456,..,,0.7572,20.36703,,
1457,..,,0.7572,20.46128,,
1458,..,,0.7572,11.21139,,
1459,..,,0.7572,23.00016,,
1460,..,,0.7572,11.18052,,
1461,..,,0.7572,10.00761,,
1462,..,,0.7572,12.35377,,
1463,..,,0.7572,6.72871,,
1464,..,,0.7572,2.9226,,
1465,..,,0.7572,6.83978,,
1466,..,,0.7572,4.20922,,
1467,..,,0.7572,3.02331,,
1468,..,,0.7572,6.13284,,
1469,..,,0.7572,4.15171,,
1470,..,,0.7572,9.71081,,
1471,..,,0.7572,2.55844,,
1472,..,,0.7572,22.1755,,
1473,..,,0.7572,2.89136,,
1474,..,,0.7572,2.15194,,
1475,..,,0.7572,3.94069,,
1476,..,,0.7572,..,,
1477,..,,0.7572,9.81407,,
1478,..,,0.7572,12.28954,,
1479,..,,0.7572,4.39052,,
1480,..,,0.7572,3.07241,,
1481,..,,0.7572,4.34201,,
1482,..,,0.7572,4.15255,,
1483,..,,0.7572,2.61416,,
1484,..,,0.7572,6.83978,,
1485,..,,0.7572,22.99368,,
1486,..,,0.7572,11.03201,,
1487,..,,0.7572,..,,
1488,..,,0.7572,22.26003,,
1489,..,,0.7572,10.66408,,
1490,..,,0.7572,8.01748,,
1491,..,,0.7572,3.71165,,
1492,..,,0.7572,2.75513,,
1493,..,,0.7572,,,
1494,..,,0.7572,,,
1495,..,,0.7572,,,
1496,..,,0.7572,,,
1497,..,,0.7572,,,
1498,..,,0.7572,,,
1499,..,,34.2391,..,,
1500,..,,34.2391,15.08671,,
1501,..,,34.2391,..,,
1502,..,,34.2391,..,,
1503,..,,34.2391,6.27012,,
1504,..,,34.2391,..,,
1505,..,,34.2391,..,,
1506,..,,34.2391,..,,
1507,..,,34.2391,..,,
1508,..,,34.2391,..,,
1509,..,,34.2391,9.81407,,
1510,..,,34.2391,20.36703,,
1511,..,,34.2391,20.46128,,
1512,..,,34.2391,11.21139,,
1513,..,,34.2391,23.00016,,
1514,..,,34.2391,11.18052,,
1515,..,,34.2391,10.00761,,
1516,..,,34.2391,12.35377,,
1517,..,,34.2391,6.72871,,
1518,..,,34.2391,2.9226,,
1519,..,,34.2391,6.83978,,
1520,..,,34.2391,4.20922,,
1521,..,,34.2391,3.02331,,
1522,..,,34.2391,6.13284,,
1523,..,,34.2391,4.15171,,
1524,..,,34.2391,9.71081,,
1525,..,,34.2391,2.55844,,
1526,..,,34.2391,22.1755,,
1527,..,,34.2391,2.89136,,
1528,..,,34.2391,2.15194,,
1529,..,,34.2391,3.94069,,
1530,..,,34.2391,..,,
1531,..,,34.2391,9.81407,,
1532,..,,34.2391,12.28954,,
1533,..,,34.2391,4.39052,,
1534,..,,34.2391,3.07241,,
1535,..,,34.2391,4.34201,,
1536,..,,34.2391,4.15255,,
1537,..,,34.2391,2.61416,,
1538,..,,34.2391,6.83978,,
1539,..,,34.2391,22.99368,,
1540,..,,34.2391,11.03201,,
1541,..,,34.2391,..,,
1542,..,,34.2391,22.26003,,
1543,..,,34.2391,10.66408,,
1544,..,,34.2391,8.01748,,
1545,..,,34.2391,3.71165,,
1546,..,,34.2391,2.75513,,
1547,..,,34.2391,,,
1548,..,,34.2391,,,
1549,..,,34.2391,,,
1550,..,,34.2391,,,
1551,..,,34.2391,,,
1552,..,,34.2391,,,
1553,..,,3.78641,..,,
1554,..,,3.78641,15.08671,,
1555,..,,3.78641,..,,
1556,..,,3.78641,..,,
1557,..,,3.78641,6.27012,,
1558,..,,3.78641,..,,
1559,..,,3.78641,..,,
1560,..,,3.78641,..,,
1561,..,,3.78641,..,,
1562,..,,3.78641,..,,
1563,..,,3.78641,9.81407,,
1564,..,,3.78641,20.36703,,
1565,..,,3.78641,20.46128,,
1566,..,,3.78641,11.21139,,
1567,..,,3.78641,23.00016,,
1568,..,,3.78641,11.18052,,
1569,..,,3.78641,10.00761,,
1570,..,,3.78641,12.35377,,
1571,..,,3.78641,6.72871,,
1572,..,,3.78641,2.9226,,
1573,..,,3.78641,6.83978,,
1574,..,,3.78641,4.20922,,
1575,..,,3.78641,3.02331,,
1576,..,,3.78641,6.13284,,
1577,..,,3.78641,4.15171,,
1578,..,,3.78641,9.71081,,
1579,..,,3.78641,2.55844,,
1580,..,,3.78641,22.1755,,
1581,..,,3.78641,2.89136,,
1582,..,,3.78641,2.15194,,
1583,..,,3.78641,3.94069,,
1584,..,,3.78641,..,,
1585,..,,3.78641,9.81407,,
1586,..,,3.78641,12.28954,,
1587,..,,3.78641,4.39052,,
1588,..,,3.78641,3.07241,,
1589,..,,3.78641,4.34201,,
1590,..,,3.78641,4.15255,,
1591,..,,3.78641,2.61416,,
1592,..,,3.78641,6.83978,,
1593,..,,3.78641,22.99368,,
1594,..,,3.78641,11.03201,,
1595,..,,3.78641,..,,
1596,..,,3.78641,22.26003,,
1597,..,,3.78641,10.66408,,
1598,..,,3.78641,8.01748,,
1599,..,,3.78641,3.71165,,
1600,..,,3.78641,2.75513,,
1601,..,,3.78641,,,
1602,..,,3.78641,,,
1603,..,,3.78641,,,
1604,..,,3.78641,,,
1605,..,,3.78641,,,
1606,..,,3.78641,,,
1607,..,,4.27413,..,,
1608,..,,4.27413,15.08671,,
1609,..,,4.27413,..,,
1610,..,,4.27413,..,,
1611,..,,4.27413,6.27012,,
1612,..,,4.27413,..,,
1613,..,,4.27413,..,,
1614,..,,4.27413,..,,
1615,..,,4.27413,..,,
1616,..,,4.27413,..,,
1617,..,,4.27413,9.81407,,
1618,..,,4.27413,20.36703,,
1619,..,,4.27413,20.46128,,
1620,..,,4.27413,11.21139,,
1621,..,,4.27413,23.00016,,
1622,..,,4.27413,11.18052,,
1623,..,,4.27413,10.00761,,
1624,..,,4.27413,12.35377,,
1625,..,,4.27413,6.72871,,
1626,..,,4.27413,2.9226,,
1627,..,,4.27413,6.83978,,
1628,..,,4.27413,4.20922,,
1629,..,,4.27413,3.02331,,
1630,..,,4.27413,6.13284,,
1631,..,,4.27413,4.15171,,
1632,..,,4.27413,9.71081,,
1633,..,,4.27413,2.55844,,
1634,..,,4.27413,22.1755,,
1635,..,,4.27413,2.89136,,
1636,..,,4.27413,2.15194,,
1637,..,,4.27413,3.94069,,
1638,..,,4.27413,..,,
1639,..,,4.27413,9.81407,,
1640,..,,4.27413,12.28954,,
1641,..,,4.27413,4.39052,,
1642,..,,4.27413,3.07241,,
1643,..,,4.27413,4.34201,,
1644,..,,4.27413,4.15255,,
1645,..,,4.27413,2.61416,,
1646,..,,4.27413,6.83978,,
1647,..,,4.27413,22.99368,,
1648,..,,4.27413,11.03201,,
1649,..,,4.27413,..,,
1650,..,,4.27413,22.26003,,
1651,..,,4.27413,10.66408,,
1652,..,,4.27413,8.01748,,
1653,..,,4.27413,3.71165,,
1654,..,,4.27413,2.75513,,
1655,..,,4.27413,,,
1656,..,,4.27413,,,
1657,..,,4.27413,,,
1658,..,,4.27413,,,
1659,..,,4.27413,,,
1660,..,,4.27413,,,
1661,..,,2.83958,..,,
1662,..,,2.83958,15.08671,,
1663,..,,2.83958,..,,
1664,..,,2.83958,..,,
1665,..,,2.83958,6.27012,,
1666,..,,2.83958,..,,
1667,..,,2.83958,..,,
1668,..,,2.83958,..,,
1669,..,,2.83958,..,,
1670,..,,2.83958,..,,
1671,..,,2.83958,9.81407,,
1672,..,,2.83958,20.36703,,
1673,..,,2.83958,20.46128,,
1674,..,,2.83958,11.21139,,
1675,..,,2.83958,23.00016,,
1676,..,,2.83958,11.18052,,
1677,..,,2.83958,10.00761,,
1678,..,,2.83958,12.35377,,
1679,..,,2.83958,6.72871,,
1680,..,,2.83958,2.9226,,
1681,..,,2.83958,6.83978,,
1682,..,,2.83958,4.20922,,
1683,..,,2.83958,3.02331,,
1684,..,,2.83958,6.13284,,
1685,..,,2.83958,4.15171,,
1686,..,,2.83958,9.71081,,
1687,..,,2.83958,2.55844,,
1688,..,,2.83958,22.1755,,
1689,..,,2.83958,2.89136,,
1690,..,,2.83958,2.15194,,
1691,..,,2.83958,3.94069,,
1692,..,,2.83958,..,,
1693,..,,2.83958,9.81407,,
1694,..,,2.83958,12.28954,,
1695,..,,2.83958,4.39052,,
1696,..,,2.83958,3.07241,,
1697,..,,2.83958,4.34201,,
1698,..,,2.83958,4.15255,,
1699,..,,2.83958,2.61416,,
1700,..,,2.83958,6.83978,,
1701,..,,2.83958,22.99368,,
1702,..,,2.83958,11.03201,,
1703,..,,2.83958,..,,
1704,..,,2.83958,22.26003,,
1705,..,,2.83958,10.66408,,
1706,..,,2.83958,8.01748,,
1707,..,,2.83958,3.71165,,
1708,..,,2.83958,2.75513,,
1709,..,,2.83958,,,
1710,..,,2.83958,,,
1711,..,,2.83958,,,
1712,..,,2.83958,,,
1713,..,,2.83958,,,
1714,..,,2.83958,,,
1715,..,,25.90122,..,,
1716,..,,25.90122,15.08671,,
1717,..,,25.90122,..,,
1718,..,,25.90122,..,,
1719,..,,25.90122,6.27012,,
1720,..,,25.90122,..,,
1721,..,,25.90122,..,,
1722,..,,25.90122,..,,
1723,..,,25.90122,..,,
1724,..,,25.90122,..,,
1725,..,,25.90122,9.81407,,
1726,..,,25.90122,20.36703,,
1727,..,,25.90122,20.46128,,
1728,..,,25.90122,11.21139,,
1729,..,,25.90122,23.00016,,
1730,..,,25.90122,11.18052,,
1731,..,,25.90122,10.00761,,
1732,..,,25.90122,12.35377,,
1733,..,,25.90122,6.72871,,
1734,..,,25.90122,2.9226,,
1735,..,,25.90122,6.83978,,
1736,..,,25.90122,4.20922,,
1737,..,,25.90122,3.02331,,
1738,..,,25.90122,6.13284,,
1739,..,,25.90122,4.15171,,
1740,..,,25.90122,9.71081,,
1741,..,,25.90122,2.55844,,
1742,..,,25.90122,22.1755,,
1743,..,,25.90122,2.89136,,
1744,..,,25.90122,2.15194,,
1745,..,,25.90122,3.94069,,
1746,..,,25.90122,..,,
1747,..,,25.90122,9.81407,,
1748,..,,25.90122,12.28954,,
1749,..,,25.90122,4.39052,,
1750,..,,25.90122,3.07241,,
1751,..,,25.90122,4.34201,,
1752,..,,25.90122,4.15255,,
1753,..,,25.90122,2.61416,,
1754,..,,25.90122,6.83978,,
1755,..,,25.90122,22.99368,,
1756,..,,25.90122,11.03201,,
1757,..,,25.90122,..,,
1758,..,,25.90122,22.26003,,
1759,..,,25.90122,10.66408,,
1760,..,,25.90122,8.01748,,
